City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
226,Los Llanos De Aridane,28.6585,-17.9182,59.13,82,75,5.99,ES,2022-03-25 19:37:55,light intensity drizzle
227,Lavrentiya,65.5833,-171.0,9.16,89,46,5.39,RU,2022-03-25 19:37:56,scattered clouds
228,Geraldton,-28.7667,114.6,75.61,78,40,6.91,AU,2022-03-25 19:37:57,scattered clouds
229,Tres Arroyos,-38.3739,-60.2798,61.7,93,100,18.66,AR,2022-03-25 19:38:00,overcast clouds
230,Rozsypne,48.1497,38.5762,37.58,58,1,3.96,UA,2022-03-25 19:38:00,clear sky
231,Altay,47.8667,88.1167,18.21,58,15,7.85,CN,2022-03-25 19:38:01,few clouds
232,Bambous Virieux,-20.3428,57.7575,79.05,89,40,1.14,MU,2022-03-25 19:38:02,scattered clouds
233,Yuncheng,35.0231,110.9928,47.79,35,100,6.91,CN,2022-03-25 19:38:05,overcast clouds
234,Coffeyville,37.0373,-95.6164,61.02,41,40,12.66,US,2022-03-25 19:38:05,scattered clouds
235,Alta Floresta,-9.8756,-56.0861,82.22,78,75,1.14,BR,2022-03-25 19:33:53,thunderstorm
236,Santa Cruz,-17.8,-63.1667,60.85,67,100,18.41,BO,2022-03-25 19:33:22,moderate rain
237,Avarua,-21.2078,-159.775,80.65,83,20,10.36,CK,2022-03-25 19:38:06,few clouds
238,Itaqui,-29.1253,-56.5531,68.83,63,94,12.39,BR,2022-03-25 19:35:45,overcast clouds
239,Makakilo City,21.3469,-158.0858,72.01,87,75,10.36,US,2022-03-25 19:33:47,light rain
240,Joinville,-26.3044,-48.8456,78.1,88,75,1.14,BR,2022-03-25 19:33:29,light rain
241,Lorengau,-2.0226,147.2712,81.28,76,100,7.63,PG,2022-03-25 19:38:08,overcast clouds
242,Maragogi,-9.0122,-35.2225,79.68,81,50,8.97,BR,2022-03-25 19:38:09,scattered clouds
243,Acarau,-2.8856,-40.12,81.46,78,41,10.07,BR,2022-03-25 19:38:10,scattered clouds
244,Yongchang,30.0381,119.7317,55.11,90,94,4.05,CN,2022-03-25 19:38:11,overcast clouds
245,Oranjestad,12.524,-70.027,82.35,74,75,23.02,AW,2022-03-25 19:38:11,broken clouds
246,Tazovskiy,67.4667,78.7,18.28,95,100,13.65,RU,2022-03-25 19:38:12,light snow
247,Wegrow,52.3995,22.0163,42.91,58,1,7.9,PL,2022-03-25 19:38:12,clear sky
248,Vestmanna,62.1564,-7.1664,38.32,93,100,17.27,FO,2022-03-25 19:35:56,mist
249,Esil,51.9556,66.4042,30.67,87,100,5.44,KZ,2022-03-25 19:38:13,overcast clouds
250,Saint George,37.1041,-113.5841,83.62,15,0,4.61,US,2022-03-25 19:35:51,clear sky
251,Zletovo,41.9886,22.2361,45.61,58,0,9.51,MK,2022-03-25 19:38:14,clear sky
252,Axim,4.8699,-2.2405,82.11,83,99,8.39,GH,2022-03-25 19:38:14,overcast clouds
253,Mahabad,36.7631,45.7222,36.86,70,99,10.11,IR,2022-03-25 19:38:15,overcast clouds
254,Aksay,47.26,39.87,39.42,65,81,4.0,RU,2022-03-25 19:38:15,broken clouds
255,Dargaville,-35.9333,173.8833,66.61,69,87,11.79,NZ,2022-03-25 19:38:16,overcast clouds
256,Sheridan,44.8333,-106.9173,52.18,28,0,12.66,US,2022-03-25 19:38:16,clear sky
257,Faya,18.3851,42.4509,64.51,51,0,2.24,SA,2022-03-25 19:38:17,clear sky
258,Port Hardy,50.6996,-127.4199,46.58,76,100,12.66,CA,2022-03-25 19:38:18,light intensity shower rain
259,Zhuji,29.7188,120.2423,58.32,97,100,2.84,CN,2022-03-25 19:38:19,overcast clouds
260,Olga,43.7444,135.2892,37.58,98,100,1.95,RU,2022-03-25 19:38:19,moderate rain
261,Vanimo,-2.6741,141.3028,77.27,88,100,5.3,PG,2022-03-25 19:38:20,heavy intensity rain
262,Bay Roberts,47.5999,-53.2648,35.65,70,100,4.0,CA,2022-03-25 19:38:20,overcast clouds
263,Alofi,-19.0595,-169.9187,80.49,89,90,6.91,NU,2022-03-25 19:38:21,overcast clouds
264,Mugur-Aksy,50.35,90.5,-3.53,80,30,6.89,RU,2022-03-25 19:38:22,scattered clouds
265,Springbok,-29.6643,17.8865,61.93,54,0,1.81,ZA,2022-03-25 19:38:23,clear sky
266,Morondava,-20.2833,44.2833,81.55,80,52,6.8,MG,2022-03-25 19:38:23,broken clouds
267,Ashukino,56.16,37.95,40.96,99,100,7.56,RU,2022-03-25 19:38:26,overcast clouds
268,General Roca,-39.0333,-67.5833,73.81,20,4,4.92,AR,2022-03-25 19:38:27,clear sky
269,Ketchikan,55.3422,-131.6461,42.78,87,100,8.05,US,2022-03-25 19:35:20,light rain
270,Ukiah,39.1502,-123.2078,78.44,39,0,3.0,US,2022-03-25 19:38:30,clear sky
271,Les Cayes,18.2,-73.75,82.04,60,100,13.76,HT,2022-03-25 19:38:30,overcast clouds
272,Roebourne,-20.7833,117.1333,83.53,71,65,10.07,AU,2022-03-25 19:38:33,broken clouds
273,Batagay,67.6333,134.6333,-17.3,100,85,0.94,RU,2022-03-25 19:38:34,overcast clouds
274,Trincomalee,8.5711,81.2335,79.54,84,9,7.81,LK,2022-03-25 19:39:35,clear sky
275,Kuzino,57.0224,59.4412,7.88,96,5,1.88,RU,2022-03-25 19:39:36,clear sky
276,Suriapet,17.15,79.6167,79.34,69,28,9.51,IN,2022-03-25 19:39:39,scattered clouds
277,Luganville,-15.5333,167.1667,78.73,86,100,2.98,VU,2022-03-25 19:39:39,overcast clouds
278,Lompoc,34.6391,-120.4579,79.02,81,0,8.05,US,2022-03-25 19:39:40,clear sky
279,Weiser,44.251,-116.9693,64.87,43,100,3.67,US,2022-03-25 19:39:42,overcast clouds
280,Villa Bruzual,9.3328,-69.1208,91.9,38,98,6.2,VE,2022-03-25 19:39:44,overcast clouds
281,Gopalpur,19.2667,84.9167,78.42,87,45,17.22,IN,2022-03-25 19:39:45,scattered clouds
282,Kaitangata,-46.2817,169.8464,55.83,85,63,7.45,NZ,2022-03-25 19:39:46,broken clouds
283,Lata,40.1629,-8.3327,55.74,73,96,4.65,PT,2022-03-25 19:39:47,overcast clouds
284,Chengde,40.9725,117.9361,36.97,51,46,3.94,CN,2022-03-25 19:38:51,scattered clouds
285,Amalapuram,16.5833,82.0167,76.15,94,35,2.04,IN,2022-03-25 19:39:48,scattered clouds
286,Port Hedland,-20.3167,118.5667,80.65,78,62,4.61,AU,2022-03-25 19:39:48,broken clouds
287,Westport,41.1415,-73.3579,59.43,60,100,11.5,US,2022-03-25 19:39:49,overcast clouds
288,Tocopilla,-22.092,-70.1979,70.52,66,22,6.29,CL,2022-03-25 19:39:50,few clouds
289,Ostrovnoy,68.0531,39.5131,17.33,95,100,2.3,RU,2022-03-25 19:39:53,overcast clouds
290,Ostersund,63.1792,14.6357,35.62,69,40,35.68,SE,2022-03-25 19:39:55,scattered clouds
291,Nantucket,41.2835,-70.0995,48.34,84,0,11.5,US,2022-03-25 19:39:55,clear sky
292,Cayenne,4.9333,-52.3333,83.08,1,75,12.66,GF,2022-03-25 19:36:38,broken clouds
293,Katsuura,35.1333,140.3,60.19,78,100,21.83,JP,2022-03-25 19:39:56,overcast clouds
294,Mogoytuy,51.2833,114.9167,18.19,63,94,13.09,RU,2022-03-25 19:39:57,overcast clouds
295,Redlands,34.0556,-117.1825,90.93,22,40,1.01,US,2022-03-25 19:39:58,scattered clouds
296,Erdenet,49.0333,104.0833,16.34,49,1,5.08,MN,2022-03-25 19:40:00,clear sky
297,Tatarsk,55.219,75.9828,30.29,96,100,19.08,RU,2022-03-25 19:40:02,light snow
298,Bontang,0.1333,117.5,76.46,88,93,4.16,ID,2022-03-25 19:40:03,overcast clouds
299,Pedro Ii,-4.4247,-41.4586,75.67,87,72,1.48,BR,2022-03-25 19:40:04,moderate rain
300,Sao Joao Do Piaui,-8.3581,-42.2467,89.62,47,99,4.32,BR,2022-03-25 19:40:05,overcast clouds
301,Turayf,31.6725,38.6637,43.05,81,0,11.5,SA,2022-03-25 19:40:07,clear sky
302,Ayorou,14.7308,0.9174,90.5,12,35,8.32,NE,2022-03-25 19:40:08,scattered clouds
303,Zachepylivka,49.1939,35.2394,42.73,45,5,2.93,UA,2022-03-25 19:40:09,clear sky
304,Aklavik,68.2191,-135.0107,1.76,88,56,15.95,CA,2022-03-25 19:40:11,broken clouds
305,Asino,56.9979,86.1452,26.67,91,100,17.96,RU,2022-03-25 19:40:12,overcast clouds
306,Newport,51.5877,-2.9984,54.14,65,4,8.03,GB,2022-03-25 19:36:05,clear sky
307,Praya,14.9215,-23.5087,72.14,60,20,20.71,CV,2022-03-25 19:40:15,few clouds
308,Goderich,43.7501,-81.7165,37.9,87,100,10.36,CA,2022-03-25 19:40:15,overcast clouds
309,Bosaso,11.2842,49.1816,75.97,72,0,1.36,SO,2022-03-25 19:40:16,clear sky
310,Noumea,-22.2763,166.4572,80.01,99,94,8.66,NC,2022-03-25 19:40:17,overcast clouds
311,Belyy Yar,53.6039,91.3903,22.89,67,0,4.47,RU,2022-03-25 19:40:18,clear sky
312,Erdaojiang,41.7764,126.0319,35.69,99,100,3.22,CN,2022-03-25 19:40:19,light rain
313,Kapiri Mposhi,-13.9652,28.6809,65.77,93,100,3.94,ZM,2022-03-25 19:40:26,overcast clouds
314,Yeppoon,-23.1333,150.7333,69.58,81,90,8.59,AU,2022-03-25 19:40:27,overcast clouds
315,Shingu,33.7333,135.9833,57.9,79,100,6.22,JP,2022-03-25 19:40:28,light rain
316,Kasongo-Lunda,-6.4667,16.8167,72.09,94,55,0.69,CD,2022-03-25 19:40:28,light rain
317,Luwuk,-0.9516,122.7875,77.76,78,100,3.0,ID,2022-03-25 19:40:29,overcast clouds
318,Camana,-16.6228,-72.7111,73.44,70,6,6.96,PE,2022-03-25 19:40:30,clear sky
319,Damabalas,7.0156,124.5142,74.28,93,67,0.18,PH,2022-03-25 19:40:30,broken clouds
320,Pasni,25.2631,63.471,78.85,58,0,2.21,PK,2022-03-25 19:47:45,clear sky
321,Mount Pleasant,32.7941,-79.8626,73.09,57,75,14.97,US,2022-03-25 19:47:45,broken clouds
322,Saskylakh,71.9167,114.0833,-16.55,100,100,2.21,RU,2022-03-25 19:47:46,overcast clouds
323,Pondicherry,11.93,79.83,81.27,81,1,9.22,IN,2022-03-25 19:47:47,clear sky
324,Kostyantynivka,48.5277,37.7069,39.9,57,0,3.98,UA,2022-03-25 19:47:48,clear sky
325,Cooma,-36.2333,149.1333,47.97,100,100,0.0,AU,2022-03-25 19:47:48,overcast clouds
326,Antofagasta,-23.65,-70.4,67.28,70,4,7.11,CL,2022-03-25 19:47:49,clear sky
327,Zeya,53.75,127.2667,17.89,89,100,4.92,RU,2022-03-25 19:47:50,overcast clouds
328,Naze,28.3667,129.4833,67.12,96,100,22.5,JP,2022-03-25 19:47:50,light rain
329,Pacific Grove,36.6177,-121.9166,66.2,85,75,8.01,US,2022-03-25 19:47:51,haze
330,Jacareacanga,-6.2222,-57.7528,85.91,67,98,2.28,BR,2022-03-25 19:47:52,overcast clouds
331,Elizabeth City,36.2946,-76.2511,68.05,47,0,6.91,US,2022-03-25 19:46:25,clear sky
332,Naliya,23.2667,68.8333,77.67,63,0,7.67,IN,2022-03-25 19:47:53,clear sky
333,Morgan City,29.6994,-91.2068,75.0,28,0,12.66,US,2022-03-25 19:47:53,clear sky
334,Plettenberg Bay,-34.0527,23.3716,62.28,84,97,8.68,ZA,2022-03-25 19:47:54,overcast clouds
335,Flin Flon,54.7682,-101.865,8.44,43,0,18.41,CA,2022-03-25 19:47:54,clear sky
336,Belgrade,44.804,20.4651,53.26,41,0,3.44,RS,2022-03-25 19:47:55,clear sky
337,Kiama,-34.6833,150.8667,66.99,94,66,1.01,AU,2022-03-25 19:47:55,light rain
338,Hamilton,39.1834,-84.5333,46.24,72,100,14.97,US,2022-03-25 19:46:36,overcast clouds
339,Coripata,-16.3,-67.6,69.13,93,98,3.69,BO,2022-03-25 19:47:57,overcast clouds
340,Fairbanks,64.8378,-147.7164,35.94,53,40,5.75,US,2022-03-25 19:47:57,scattered clouds
341,Bonthe,7.5264,-12.505,79.16,85,0,9.57,SL,2022-03-25 19:47:58,light rain
342,Naryan-Mar,67.6713,53.087,20.08,89,100,33.24,RU,2022-03-25 19:48:00,overcast clouds
343,Ekibastuz,51.6667,75.3667,26.6,86,52,14.79,KZ,2022-03-25 19:48:01,broken clouds
344,Puteyets,65.1716,57.091,20.98,80,100,16.78,RU,2022-03-25 19:48:02,overcast clouds
345,Ancud,-41.8697,-73.8203,67.23,70,96,4.54,CL,2022-03-25 19:48:03,overcast clouds
346,Xiaolingwei,32.0333,118.85,53.58,92,86,12.21,CN,2022-03-25 19:48:06,overcast clouds
347,Yumen,40.2833,97.2,34.68,29,0,7.43,CN,2022-03-25 19:48:06,clear sky
348,Jalu,29.0331,21.5482,58.42,30,0,3.58,LY,2022-03-25 19:48:07,clear sky
349,Eureka,40.8021,-124.1637,67.68,71,32,5.99,US,2022-03-25 19:48:08,scattered clouds
350,Phimai,15.2232,102.4947,83.82,67,16,6.13,TH,2022-03-25 19:48:08,few clouds
351,Pauini,-7.7136,-66.9764,80.98,93,89,2.24,BR,2022-03-25 19:48:08,light rain
352,Marechal Floriano,-20.4128,-40.6831,77.25,78,58,2.04,BR,2022-03-25 19:48:09,broken clouds
353,Mazyr,52.0495,29.2456,41.5,77,33,7.52,BY,2022-03-25 19:48:10,scattered clouds
354,Launceston,-41.45,147.1667,51.15,93,5,3.44,AU,2022-03-25 19:48:11,clear sky
355,Faanui,-16.4833,-151.75,82.15,72,64,16.04,PF,2022-03-25 19:48:12,broken clouds
356,Dergachi,51.2328,48.7659,31.24,94,100,2.73,RU,2022-03-25 19:48:52,overcast clouds
357,Firozpur,30.9167,74.6,67.06,27,0,3.71,IN,2022-03-25 19:48:53,clear sky
358,Teano,41.2513,14.0665,51.87,70,8,2.64,IT,2022-03-25 19:48:53,clear sky
359,Beringovskiy,63.05,179.3167,7.47,97,94,3.69,RU,2022-03-25 19:48:54,overcast clouds
360,Namatanai,-3.6667,152.4333,79.25,82,100,4.76,PG,2022-03-25 19:48:54,light rain
361,Canico,32.6333,-16.85,63.01,85,40,8.05,PT,2022-03-25 19:48:55,scattered clouds
362,Yucca Valley,34.1142,-116.4322,84.06,15,80,15.01,US,2022-03-25 19:45:44,broken clouds
363,Rockport,28.0206,-97.0544,82.44,47,0,9.22,US,2022-03-25 19:49:56,haze
364,Araouane,18.9048,-3.5265,88.68,11,92,9.86,ML,2022-03-25 19:49:56,overcast clouds
365,Byron Bay,-28.65,153.6167,66.09,92,85,8.05,AU,2022-03-25 19:49:56,overcast clouds
366,Goure,13.9835,10.2704,78.39,13,15,10.54,NE,2022-03-25 19:49:57,few clouds
367,Asau,46.4333,26.4,34.95,82,8,3.8,RO,2022-03-25 19:49:57,clear sky
368,Kailua,21.4022,-157.7394,74.48,88,70,5.01,US,2022-03-25 19:49:58,light rain
369,Mackenzie,55.2999,-123.1698,30.42,86,100,2.3,CA,2022-03-25 19:49:58,overcast clouds
370,Bukene,-4.2333,32.8833,67.68,81,11,2.51,TZ,2022-03-25 19:49:59,few clouds
371,Vila Franca Do Campo,37.7167,-25.4333,61.21,90,100,24.18,PT,2022-03-25 19:49:48,overcast clouds
372,Pangody,65.85,74.4859,12.16,93,100,24.96,RU,2022-03-25 19:49:59,overcast clouds
373,Belize,17.25,-88.75,79.12,69,100,4.36,BZ,2022-03-25 19:50:00,overcast clouds
374,Ryotsu,38.0833,138.4333,50.02,70,100,4.09,JP,2022-03-25 19:50:00,overcast clouds
375,Maceio,-9.6658,-35.7353,83.64,65,75,12.66,BR,2022-03-25 19:50:01,light rain
376,Ranong,9.9658,98.6348,77.83,87,0,2.44,TH,2022-03-25 19:50:02,clear sky
377,La Ronge,55.1001,-105.2842,8.85,40,0,10.36,CA,2022-03-25 19:50:03,clear sky
378,Prince Rupert,54.3161,-130.3201,44.69,81,100,23.02,CA,2022-03-25 19:45:40,light rain
379,Constitucion,-35.3333,-72.4167,65.01,55,2,6.2,CL,2022-03-25 19:50:04,clear sky
380,Linxia,35.6003,103.2064,37.58,56,100,2.1,CN,2022-03-25 19:50:05,overcast clouds
381,Samarai,-10.6167,150.6667,83.03,78,100,12.35,PG,2022-03-25 19:50:06,overcast clouds
382,Grenaa,56.4158,10.8783,50.22,84,7,5.01,DK,2022-03-25 19:50:06,clear sky
383,Tual,-5.6667,132.75,80.35,82,100,20.56,ID,2022-03-25 19:50:07,light rain
384,Ponta Delgada,37.7333,-25.6667,61.52,82,75,24.16,PT,2022-03-25 19:50:07,broken clouds
385,Gazanjyk,39.2446,55.5154,45.52,82,0,12.3,TM,2022-03-25 19:50:08,clear sky
386,Sao Joao Da Barra,-21.6403,-41.0511,86.09,86,45,15.52,BR,2022-03-25 19:50:08,scattered clouds
387,Quepos,9.4236,-84.1652,84.38,70,100,5.7,CR,2022-03-25 19:50:09,overcast clouds
388,Ishigaki,24.3448,124.1572,77.13,100,75,12.66,JP,2022-03-25 19:50:10,broken clouds
389,Gimli,50.6336,-96.9907,17.62,67,100,17.27,CA,2022-03-25 19:50:10,overcast clouds
390,Nizwa,22.9333,57.5333,77.04,16,0,3.6,OM,2022-03-25 19:50:10,clear sky
391,Sakete,6.7362,2.6587,81.95,76,51,8.61,BJ,2022-03-25 19:50:11,broken clouds
392,Saint-Joseph,-21.3667,55.6167,77.38,84,11,6.15,RE,2022-03-25 19:50:11,few clouds
393,Hakkari,37.5833,44.1667,24.35,98,100,3.91,TR,2022-03-25 19:50:12,light snow
394,Smardioasa,43.85,25.4333,41.67,74,2,3.58,RO,2022-03-25 19:50:13,clear sky
395,Saint-Paul,-21.0096,55.2707,78.91,86,62,2.82,RE,2022-03-25 19:49:15,broken clouds
396,Hovd,48.0056,91.6419,16.05,48,6,2.86,MN,2022-03-25 19:50:13,clear sky
397,Lhokseumawe,5.1801,97.1507,78.15,87,100,5.23,ID,2022-03-25 19:50:14,overcast clouds
398,Saint-Michel-Des-Saints,46.6834,-73.9159,36.32,99,100,1.54,CA,2022-03-25 19:50:14,overcast clouds
399,Puerto Del Rosario,28.5004,-13.8627,67.75,60,40,9.22,ES,2022-03-25 19:50:15,scattered clouds
400,Taut,46.2833,21.9167,44.94,63,0,3.49,RO,2022-03-25 19:50:15,clear sky
401,Namwala,-15.7504,26.4384,68.4,91,100,1.25,ZM,2022-03-25 19:50:16,overcast clouds
402,Manggar,-2.8833,108.2667,79.84,78,89,1.39,ID,2022-03-25 19:50:17,overcast clouds
403,Qingyuan,23.7,113.0333,73.38,97,99,0.65,CN,2022-03-25 19:50:18,overcast clouds
404,Isangel,-19.55,169.2667,78.4,78,98,9.55,VU,2022-03-25 19:50:18,overcast clouds
405,Vestmannaeyjar,63.4427,-20.2734,39.78,84,100,36.55,IS,2022-03-25 19:50:19,overcast clouds
406,Manacor,39.5696,3.2096,56.52,87,100,15.86,ES,2022-03-25 19:48:49,overcast clouds
407,Maple Creek,49.9168,-109.4848,44.65,26,100,5.75,CA,2022-03-25 19:50:19,overcast clouds
408,Tailai,46.3833,123.4,31.71,82,2,6.29,CN,2022-03-25 19:50:20,clear sky
409,Seymchan,62.8833,152.4333,-3.21,96,100,3.6,RU,2022-03-25 19:50:20,overcast clouds
410,Angoram,-4.0625,144.0661,72.41,99,100,1.43,PG,2022-03-25 19:51:22,overcast clouds
411,Lebyazhye,55.2689,66.4947,13.5,87,5,9.95,RU,2022-03-25 19:51:22,clear sky
412,Kafanchan,9.5833,8.3,80.02,16,41,7.11,NG,2022-03-25 19:51:23,scattered clouds
413,Bulaevo,54.9056,70.4439,21.0,85,76,12.35,KZ,2022-03-25 19:51:24,broken clouds
414,San Carlos De Bariloche,-41.1456,-71.3082,69.55,24,0,8.05,AR,2022-03-25 19:50:29,clear sky
415,Nehe,48.4833,124.8333,27.95,92,95,3.67,CN,2022-03-25 19:51:25,overcast clouds
416,Pismo Beach,35.1428,-120.6413,78.64,62,40,0.0,US,2022-03-25 19:48:34,scattered clouds
417,Saint-Honore,48.5334,-71.0824,32.25,94,100,5.75,CA,2022-03-25 19:51:25,snow
418,Griffith,41.5284,-87.4237,44.31,84,100,28.77,US,2022-03-25 19:51:26,overcast clouds
419,Kakching,24.4833,93.9833,61.23,92,94,1.66,IN,2022-03-25 19:51:26,overcast clouds
420,Touros,-5.1989,-35.4608,81.93,76,94,13.0,BR,2022-03-25 19:51:18,overcast clouds
421,Natal,-5.795,-35.2094,84.42,79,40,14.97,BR,2022-03-25 19:51:10,scattered clouds
422,Sonoita,31.85,-112.8333,88.68,6,100,3.22,MX,2022-03-25 19:51:27,overcast clouds
423,Rorvik,64.8621,11.2373,41.11,75,75,29.93,NO,2022-03-25 19:51:27,broken clouds
424,Avera,33.194,-82.5271,67.51,41,53,17.25,US,2022-03-25 19:51:28,broken clouds
425,Vardo,70.3705,31.1107,25.56,60,100,15.75,NO,2022-03-25 19:51:28,overcast clouds
426,Kichera,55.9375,110.0997,9.01,77,100,4.21,RU,2022-03-25 19:51:29,overcast clouds
427,Poceirao,38.831,-8.7937,62.28,78,96,7.94,PT,2022-03-25 19:51:29,overcast clouds
428,Washougal,45.5826,-122.3534,61.97,64,75,8.05,US,2022-03-25 19:51:12,broken clouds
429,Dalbandin,28.8947,64.4101,74.25,11,0,4.38,PK,2022-03-25 19:51:30,clear sky
430,Kosh-Agach,50.0,88.6667,-7.33,84,20,3.42,RU,2022-03-25 19:51:30,few clouds
431,Rabo De Peixe,37.8,-25.5833,60.31,82,75,24.16,PT,2022-03-25 19:51:31,broken clouds
432,Ordzhonikidze,52.4411,61.7408,19.47,95,15,10.27,KZ,2022-03-25 19:51:31,few clouds
433,Beidao,34.5686,105.8933,47.14,52,100,1.59,CN,2022-03-25 19:51:32,overcast clouds
434,Springdale,36.1867,-94.1288,60.71,49,20,10.36,US,2022-03-25 19:49:54,few clouds
435,Iroquois Falls,48.7669,-80.6831,33.82,94,100,4.5,CA,2022-03-25 19:51:32,overcast clouds
436,Benjamin Constant,-4.3831,-70.0311,86.13,74,40,8.05,BR,2022-03-25 19:51:33,scattered clouds
437,Yaan,7.3833,8.5667,90.43,12,100,3.8,NG,2022-03-25 19:51:33,overcast clouds
438,Bhadasar,28.2833,74.3167,81.32,10,0,6.4,IN,2022-03-25 19:51:34,clear sky
439,Mandalgovi,45.7625,106.2708,23.83,25,100,7.43,MN,2022-03-25 19:51:34,overcast clouds
440,Tiquicheo,18.8833,-100.7333,99.82,6,17,4.88,MX,2022-03-25 19:51:35,few clouds
441,East London,-33.0153,27.9116,64.22,88,90,2.8,ZA,2022-03-25 19:51:35,light rain
442,Basco,20.4487,121.9702,80.74,89,0,15.55,PH,2022-03-25 19:51:35,clear sky
443,Sioux Lookout,50.1001,-91.917,21.27,86,100,17.27,CA,2022-03-25 19:51:36,overcast clouds
444,Dolores,-36.3132,-57.6792,64.06,73,87,7.4,AR,2022-03-25 19:51:36,overcast clouds
445,Champerico,14.3,-91.9167,95.54,57,98,13.02,GT,2022-03-25 19:51:37,overcast clouds
446,Kutum,14.2,24.6667,65.25,13,96,15.28,SD,2022-03-25 19:51:37,overcast clouds
447,Ormara,25.2088,64.6357,78.01,72,3,9.4,PK,2022-03-25 19:51:38,clear sky
448,Cairns,-16.9167,145.7667,77.07,91,100,2.3,AU,2022-03-25 19:47:30,overcast clouds
449,Karakol,42.4907,78.3936,26.35,66,63,4.92,KG,2022-03-25 19:51:38,broken clouds
450,Lima,-12.0432,-77.0282,75.38,83,0,8.05,PE,2022-03-25 19:49:02,clear sky
451,Torbay,47.6666,-52.7314,34.75,75,100,5.75,CA,2022-03-25 19:51:39,overcast clouds
